Timestamp,Open,High,Low,Close,Volume
1541376000000,6430.874,6450.0,6372.23,6394.566,202.27528697
1541462400000,6398.451,6456.222,6383.58,6454.438,367.21030413
1541548800000,6454.445,6527.599,6441.566,6490.945,274.30704563
1541635200000,6505.955,6513.292,6356.0,6419.598,227.60812499
1541721600000,6420.062,6425.0,6300.0,6344.0,217.95003909
1541808000000,6333.074,6382.244,6333.074,6351.18,126.7903454
1541894400000,6351.18,6373.018,6276.999,6354.538,205.35332508
1541980800000,6366.839,6395.0,6299.4,6332.924,172.76798371
1542067200000,6332.924,6340.695,6250.0,6260.0,237.62060137
1542153600000,6253.003,6315.309,5290.945,5630.552,2085.43691572
1542240000000,5616.369,5657.242,5202.6,5570.0,1197.33150499
1542326400000,5567.142,5606.045,5391.285,5517.17,569.86267463
1542412800000,5510.72,5541.59,5449.145,5499.952,303.49210644
1542499200000,5515.0,5644.451,5506.001,5556.0,257.03604916
1542585600000,5557.16,5557.16,4656.0,4739.165,2744.54032435
1542672000000,4733.158,4891.23,4025.0,4357.977,2380.70205242
1542758400000,4345.293,4626.336,4242.865,4537.84,1673.26583006
1542844800000,4537.84,4586.999,4230.365,4258.881,792.55851186
1542931200000,4258.881,4350.0,4096.0,4273.389,945.62220115
1543017600000,4271.395,4380.159,3666.0,3791.487,1282.7918232
1543104000000,3791.487,4110.279,3445.0,3933.275,2256.64130111
1543190400000,3938.0,4102.489,3520.467,3727.665,1802.69248884
1543276800000,3717.001,3830.0,3564.79,3770.63,876.46399392
1543363200000,3764.7,4350.0,3764.7,4218.02,1854.13265674
1543449600000,4223.7,4400.0,4073.06,4230.953,1339.11172811
1543536000000,4244.04,4300.908,3862.6,3979.0,1316.62894564
1543622400000,3979.0,4259.11,3910.051,4145.0,1051.90950063
1543708800000,4140.0,4270.0,4035.0,4102.195,689.05857712
1543795200000,4100.0,4111.89,3745.0,3833.92,1187.86797229
1543881600000,3829.13,4042.885,3735.0,3903.431,951.09423738
1543968000000,3900.75,3916.01,3776.742,3813.62,195.51923318
