Timestamp,Open,High,Low,Close,Volume
1527724800000,7500.0,7585.0,7450.0,7560.0,33.39437964
1527811200000,7560.0,7585.0,7410.0,7500.0,26.04646179
1527897600000,7300.001,7575.0,7300.0,7575.0,19.30537346
1528070400000,7600.005,7600.005,7495.962,7514.97,9.83200483
1528156800000,7500.0,7623.359,7460.0,7613.859,15.49673715
1528243200000,7662.645,7683.299,7311.0,7671.021,68.8038494
1528329600000,7669.652,7900.0,7640.0,7673.252,87.11355592
1528416000000,7680.925,7720.004,7596.901,7671.031,46.9923162
1528502400000,7640.402,7680.529,7514.421,7514.421,13.40151227
1528588800000,7493.079,7493.079,7000.0,7000.0,39.83861576
1528675200000,7279.242,7279.242,6747.261,6838.301,5.18115718
1528761600000,6867.836,6873.0,6462.397,6535.255,32.61249812
1528848000000,6516.713,6601.556,6170.262,6299.65,51.61904913
1528934400000,6323.724,6690.767,6281.482,6608.415,21.08044498
1529020800000,6607.0,6615.205,6398.478,6404.961,14.73200965
1529107200000,6414.891,6498.268,6356.675,6498.265,8.76995144
1529193600000,6514.042,6547.508,6460.0,6460.0,17.36275309
1529280000000,6403.712,6717.0,6400.58,6691.76,33.66835587
1529366400000,6700.0,6999.003,6670.893,6734.884,15.09000635
1529452800000,6716.143,6780.0,6596.968,6752.0,33.90881147
1529539200000,6750.789,6770.679,6691.0,6712.14,19.68917427
1529625600000,6702.5,6712.14,5978.162,6059.39,129.77205397
1529712000000,6067.944,6268.807,6062.458,6174.167,8.61676924
1529798400000,6149.174,6248.214,5800.0,6150.258,35.54178103
1529884800000,6150.943,6361.763,6118.141,6251.38,20.49721873
1529971200000,6204.49,6269.452,6065.681,6065.681,33.25342242
1530057600000,6050.0,6171.275,6007.522,6120.0,32.53262449
1530144000000,6147.39,6151.895,5842.187,5870.402,35.14231224
1530230400000,5883.635,6301.27,5800.0,6194.848,45.63514439
1530316800000,6230.002,6500.0,6227.551,6386.271,54.7755253
1530403200000,6392.84,6399.925,6275.0,6368.2,12.88441468
1530489600000,6341.198,6650.0,6282.0,6631.877,44.64396019
1530576000000,6597.363,6721.999,6455.0,6523.0,54.78442553
1530662400000,6521.333,6778.847,6455.0,6592.0,42.53084455
1530748800000,6573.346,6705.814,6450.146,6516.553,32.51242551
1530835200000,6522.408,6623.802,6454.09,6584.602,13.40394952
1530921600000,6561.353,6830.581,6525.653,6750.0,12.90105679
1531008000000,6754.1,6786.496,6698.81,6712.773,35.56041147
1531094400000,6723.555,6794.235,6650.0,6661.106,19.83154421
1531180800000,6658.305,6674.04,6282.702,6282.702,38.09353527
1531267200000,6335.557,6382.96,6282.702,6382.96,7.21825233
1531353600000,6320.0,6382.96,6073.762,6245.0,25.79149638
1531440000000,6250.0,6401.759,6108.899,6263.0,31.39711236
1531526400000,6235.58,6301.14,6159.663,6290.269,23.23836558
1531612800000,6290.269,6411.626,6240.0,6365.0,12.71874696
1531699200000,6352.0,6759.285,6325.596,6743.437,16.20619488
1531785600000,6705.0,7420.0,6634.788,7340.0,80.35247553
1531872000000,7340.0,7505.301,7275.065,7304.0,32.26130263
1531958400000,7380.0,7537.264,7253.974,7537.264,26.63776953
1532044800000,7460.0,7654.0,7276.0,7276.704,22.45886214
1532131200000,7276.0,7484.345,7190.0,7435.0,10.29117384
1532217600000,7340.549,7550.0,7325.0,7451.752,35.12953979
1532304000000,7400.0,7809.914,7400.0,7789.473,16.87318819
1532390400000,7700.0,8500.0,7696.26,8385.111,67.23091599
1532476800000,8377.438,8440.0,7989.933,8232.212,29.16024142
1532563200000,8080.432,8326.515,7850.0,7917.15,34.79435638
1532649600000,7905.068,8249.999,7820.0,8125.0,48.39062779
1532736000000,8168.287,8272.124,8098.278,8258.204,35.45909375
1532822400000,8203.219,8312.94,8115.0,8257.0,23.5659795
1532908800000,8208.392,8261.842,7822.0,8138.203,91.54120271
1532995200000,8146.296,8159.431,7645.64,7733.0,55.70096419
1533081600000,7686.307,7733.0,7410.411,7652.843,39.81322437
1533168000000,7639.0,7739.081,7472.8,7560.0,14.59708473
1533254400000,7488.94,7514.013,7300.0,7388.622,10.3993052
1533340800000,7430.0,7488.0,6924.815,7047.053,17.70067416
1533427200000,7042.848,7090.899,6910.0,7009.651,10.81155122
1533513600000,7031.755,7150.0,6800.0,6890.081,23.49410073
1533600000000,6915.592,7149.998,6670.0,6704.972,57.46850089
1533686400000,6705.0,6705.0,6150.0,6275.0,145.02156308
1533772800000,6275.0,6624.0,6220.0,6570.0,83.24987233
1533859200000,6570.0,6571.0,6004.525,6190.0,108.34937223
1533945600000,6148.557,6468.0,6040.0,6246.908,64.54174949
1534032000000,6215.0,6450.0,6215.0,6315.629,40.76008652
1534118400000,6315.635,6520.0,6121.102,6245.639,43.33712032
1534204800000,6214.0,6233.268,5901.0,6200.0,82.946418
1534291200000,6201.962,6601.701,6200.0,6259.757,44.6690743
1534377600000,6259.757,6449.871,6233.38,6297.41,47.13369552
1534464000000,6297.411,6598.272,6297.411,6546.265,39.44187038
1534550400000,6549.569,6604.869,6320.0,6395.306,36.56309363
1534636800000,6397.802,6529.0,6348.407,6476.714,13.03879613
1534723200000,6479.288,6525.121,6220.148,6279.09,60.4053518
1534809600000,6277.19,6480.0,6264.622,6476.523,27.42012414
1534896000000,6474.501,6890.0,6250.0,6348.458,168.87063563
1534982400000,6348.458,6551.0,6342.0,6512.397,85.01095458
1535068800000,6512.397,6714.447,6470.896,6688.584,128.56950028
1535155200000,6691.392,6785.832,6658.872,6738.953,80.91024904
1535241600000,6736.615,6748.0,6565.28,6684.99,78.32669854
1535328000000,6685.0,6950.0,6666.0,6900.7,140.91111905
1535414400000,6903.551,7100.0,6849.624,7063.979,225.95453651
1535500800000,7059.87,7100.0,6900.363,7032.846,223.97883335
1535587200000,7035.69,7050.773,6800.006,6980.784,179.76516649
1535673600000,6983.769,7050.0,6890.379,7011.996,102.50176611
1535760000000,7011.996,7270.466,7005.0,7141.356,251.15423666
1535846400000,7139.44,7325.0,7052.802,7270.165,140.29494276
1535932800000,7273.078,7305.0,7011.0,7241.903,152.56870005
1536019200000,7240.0,7400.0,7224.0,7350.545,81.50887645
1536105600000,7350.54,7388.283,6656.328,6679.626,297.52973028
1536192000000,6677.139,6692.0,6271.0,6510.183,276.97729957
1536278400000,6488.535,6638.1,6310.0,6380.018,120.32000778
1536364800000,6380.593,6463.06,6105.0,6177.604,243.7419511
1536451200000,6177.604,6414.938,6120.0,6240.347,149.64621698
1536537600000,6237.938,6335.0,6200.0,6300.0,126.45261154
1536624000000,6320.0,6358.0,6141.0,6276.977,184.37973899
1536710400000,6275.0,6339.0,6150.0,6325.966,144.15669351
1536796800000,6336.658,6499.0,6336.658,6460.0,168.20121142
1536883200000,6459.0,6575.5,6390.0,6480.78,94.80313248
1536969600000,6482.603,6560.0,6470.0,6511.25,45.92110732
1537056000000,6523.222,6523.222,6342.521,6450.0,62.68683939
1537142400000,6488.0,6503.967,6160.0,6235.93,306.4444113
1537228800000,6235.93,6363.0,6197.051,6307.287,182.18789547
1537315200000,6307.287,6485.002,6080.0,6380.0,162.24246798
1537401600000,6380.0,6528.0,6352.0,6480.299,122.2331842
1537488000000,6491.892,6775.0,6478.286,6749.997,435.2678465
1537574400000,6749.997,6812.773,6610.004,6732.986,97.55929381
1537660800000,6720.0,6772.0,6645.001,6689.93,97.22407854
1537747200000,6709.0,6719.0,6555.0,6597.171,196.27269031
1537833600000,6570.495,6570.495,6330.0,6425.0,154.40800635
1537920000000,6413.001,6544.929,6374.24,6473.335,167.73666599
1538006400000,6475.34,6730.892,6430.0,6666.786,161.06096911
1538092800000,6675.0,6783.647,6530.0,6646.997,172.32881269
1538179200000,6608.705,6617.992,6470.0,6599.944,91.01676805
1538265600000,6589.08,6671.0,6500.0,6576.83,85.5915122
1538352000000,6595.0,6644.061,6481.0,6553.0,134.85366439
1538438400000,6569.329,6595.0,6463.0,6500.0,150.92872318
1538524800000,6490.0,6519.944,6400.0,6472.21,244.2383246
1538611200000,6469.48,6597.4,6460.0,6531.83,206.67403067
1538697600000,6552.61,6620.0,6503.003,6599.997,83.35948777
1538784000000,6598.995,6602.95,6525.1,6550.0,80.46842508
1538870400000,6562.0,6590.0,6483.01,6547.306,79.98498294
1538956800000,6575.0,6660.0,6537.73,6612.69,111.28246294
1539043200000,6602.001,6622.14,6550.0,6581.0,182.01912997
1539129600000,6581.0,6581.0,6450.0,6506.87,126.53550096
1539216000000,6502.885,6502.885,6049.999,6145.36,421.61797118
1539302400000,6120.0,6242.66,6050.0,6200.889,349.04269345
1539388800000,6190.0,6238.59,6170.042,6186.0,98.59441297
1539475200000,6186.0,6249.559,6120.0,6146.79,64.22332981
1539561600000,6139.155,6600.001,6120.001,6426.0,816.93937013
1539648000000,6426.0,6490.0,6390.05,6464.37,331.98700591
1539734400000,6447.266,6489.338,6381.36,6436.038,306.69419383
1539820800000,6436.038,6483.12,6330.457,6395.0,279.14449301
1539907200000,6404.659,6413.496,6357.08,6375.01,222.67842065
1539993600000,6375.01,6430.403,6358.598,6402.415,104.22014972
1540080000000,6403.637,6461.469,6400.0,6421.28,83.52219099
1540166400000,6400.0,6438.82,6373.7,6420.9,179.44610407
1540252800000,6419.7,6426.48,6350.0,6400.0,173.73365498
1540339200000,6405.419,6450.0,6383.52,6410.0,281.71408463
1540425600000,6410.5,6433.31,6360.0,6400.0,181.95174471
1540512000000,6395.0,6442.282,6376.0,6400.0,228.42425006
1540598400000,6400.0,6424.979,6384.64,6406.0,111.54086378
1540684800000,6416.93,6420.0,6373.239,6403.57,103.54525193
1540771200000,6403.57,6409.0,6209.52,6272.37,325.91344223
1540857600000,6257.53,6294.58,6243.594,6277.041,173.45409794
1540944000000,6275.94,6348.0,6205.0,6297.22,265.90109169
1541030400000,6298.71,6348.0,6269.0,6346.32,123.79258639
1541116800000,6346.32,6379.303,6327.25,6350.0,143.3128555
1541203200000,6348.0,6355.07,6307.404,6337.001,102.73923269
1541289600000,6333.006,6450.0,6319.514,6426.68,259.99850987
